date,channel,region,segment,product_name,started,submitted,in_progress,completed,approved,failures,avg_time_minutes,sla_target_minutes,pipeline_total_cr,pipeline_risk_cr,sla_breached,stuck_24h
2026-02-09,Mobile App,East Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,East Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,East Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,East Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,East Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Mobile App,West Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,North Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,South Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,East Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Net Banking,West Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,North Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,South Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,East Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Retail,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Retail,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Retail,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Priority,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Priority,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,Priority,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,SME,Credit Card,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,SME,Personal Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-09,Branch,West Zone,SME,Home Loan,1080,756,324,648,518,54,27,20,32,6.4,57,22
2026-02-10,Mobile App,North Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,North Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,South Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,East Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Mobile App,West Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,North Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,South Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,East Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Net Banking,West Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,North Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,South Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,East Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Retail,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Retail,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Retail,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Priority,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Priority,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,Priority,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,SME,Credit Card,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,SME,Personal Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-10,Branch,West Zone,SME,Home Loan,1090,763,327,654,523,54,28,20,33,6.6,58,23
2026-02-11,Mobile App,North Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,North Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,South Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,East Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Mobile App,West Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,North Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,SME,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,South Zone,SME,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Retail,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Retail,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Retail,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Priority,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Priority,Personal Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,Priority,Home Loan,1100,770,330,660,528,55,29,20,34,6.8,59,24
2026-02-11,Net Banking,East Zone,SME,Credit Card,1100,770,330,660,528,55,29,20,34,6.8,59,24
